test accuracy,recall,precision,trainingset_size,type,method,seed,percentage_spray
87.0,0.6561604584527221,0.8785166240409207,6000,active learning,uncertainty_monte_carlo,5,0.4031666666666667
87.4,0.6446991404011462,0.907258064516129,7200,active learning,uncertainty_monte_carlo,5,0.38958333333333334
87.2,0.670487106017192,0.8720496894409938,8400,active learning,uncertainty_monte_carlo,5,0.3560714285714286
87.25714285714285,0.6666666666666666,0.8779874213836478,9600,active learning,uncertainty_monte_carlo,5,0.3459375
87.4,0.6303724928366762,0.9243697478991597,10800,active learning,uncertainty_monte_carlo,5,0.3296296296296296
87.4857142857143,0.6332378223495702,0.9246861924686193,12000,active learning,uncertainty_monte_carlo,5,0.3144166666666667
81.31428571428572,0.5549188156638013,0.7555266579973993,1200,active learning,random,5,0.2833333333333333
82.68571428571428,0.49665711556829034,0.8681135225375626,2400,active learning,random,5,0.2725
85.37142857142858,0.6055396370582617,0.8649386084583902,3600,active learning,random,5,0.2841666666666667
85.14285714285714,0.5673352435530086,0.8986384266263238,4800,active learning,random,5,0.286875
85.77142857142857,0.5740210124164279,0.9203675344563553,6000,active learning,random,5,0.2935
86.74285714285715,0.664756446991404,0.8603213844252163,7200,active learning,random,5,0.2980555555555556
86.02857142857144,0.5912129894937918,0.9102941176470588,8400,active learning,random,5,0.29833333333333334
86.37142857142858,0.6131805157593123,0.8991596638655462,9600,active learning,random,5,0.29875
86.74285714285715,0.6475644699140402,0.8771021992238034,10800,active learning,random,5,0.29907407407407405
87.37142857142857,0.6131805157593123,0.9455081001472754,12000,active learning,random,5,0.2986666666666667
81.39999999999999,0.5128939828080229,0.7920353982300885,1200,active learning,uncertainty,6,0.2833333333333333
83.2,0.5004775549188156,0.8896434634974533,2400,active learning,uncertainty,6,0.3725
85.48571428571428,0.6150907354345749,0.8598130841121495,3600,active learning,uncertainty,6,0.42388888888888887
86.4,0.6322827125119389,0.8791500664010624,4800,active learning,uncertainty,6,0.41229166666666667
86.62857142857143,0.6905444126074498,0.8339100346020761,6000,active learning,uncertainty,6,0.3995
86.8,0.6867239732569246,0.8429073856975381,7200,active learning,uncertainty,6,0.35791666666666666
86.85714285714286,0.670487106017192,0.8592411260709915,8400,active learning,uncertainty,6,0.3352380952380952
87.5142857142857,0.6781279847182426,0.8765432098765432,9600,active learning,uncertainty,6,0.339375
87.54285714285714,0.6399235912129895,0.9190672153635117,10800,active learning,uncertainty,6,0.322037037037037
87.31428571428572,0.6657115568290354,0.8811630847029077,12000,active learning,uncertainty,6,0.3154166666666667
81.39999999999999,0.5128939828080229,0.7920353982300885,1200,active learning,uncertainty_monte_carlo,6,0.2833333333333333
84.08571428571429,0.55396370582617,0.8656716417910447,2400,active learning,uncertainty_monte_carlo,6,0.3725
86.0,0.600764087870105,0.8972895863052782,3600,active learning,uncertainty_monte_carlo,6,0.41
87.05714285714285,0.6399235912129895,0.8981233243967829,4800,active learning,uncertainty_monte_carlo,6,0.41875
86.91428571428571,0.664756446991404,0.8667496886674969,6000,active learning,uncertainty_monte_carlo,6,0.4076666666666667
87.77142857142857,0.6771728748806113,0.8873591989987485,7200,active learning,uncertainty_monte_carlo,6,0.37875
87.65714285714286,0.6752626552053486,0.8848560700876095,8400,active learning,uncertainty_monte_carlo,6,0.37202380952380953
88.11428571428571,0.6752626552053486,0.9029374201787995,9600,active learning,uncertainty_monte_carlo,6,0.3559375
87.45714285714286,0.6380133715377269,0.9175824175824175,10800,active learning,uncertainty_monte_carlo,6,0.3372222222222222
88.08571428571429,0.6685768863419294,0.9090909090909091,12000,active learning,uncertainty_monte_carlo,6,0.318
81.39999999999999,0.5128939828080229,0.7920353982300885,1200,active learning,random,6,0.2833333333333333
82.74285714285713,0.5348615090735435,0.827178729689808,2400,active learning,random,6,0.28791666666666665
85.05714285714285,0.5787965616045845,0.8808139534883721,3600,active learning,random,6,0.2925
85.48571428571428,0.6112702960840497,0.863697705802969,4800,active learning,random,6,0.29875
85.94285714285715,0.5969436485195797,0.8992805755395683,6000,active learning,random,6,0.2965
86.85714285714286,0.6666666666666666,0.8627935723114957,7200,active learning,random,6,0.29875
87.25714285714285,0.6351480420248329,0.9122085048010974,8400,active learning,random,6,0.2963095238095238
87.42857142857143,0.6590257879656161,0.8926261319534282,9600,active learning,random,6,0.2969791666666667
87.85714285714286,0.6532951289398281,0.9168900804289544,10800,active learning,random,6,0.29583333333333334
86.68571428571428,0.5988538681948424,0.9316493313521546,12000,active learning,random,6,0.2965
81.14285714285714,0.4775549188156638,0.8156606851549756,1200,active learning,uncertainty,7,0.2833333333333333
83.97142857142858,0.5883476599808978,0.8257372654155496,2400,active learning,uncertainty,7,0.3933333333333333
84.48571428571428,0.6370582617000955,0.8036144578313253,3600,active learning,uncertainty,7,0.41055555555555556
85.71428571428571,0.6045845272206304,0.8803894297635605,4800,active learning,uncertainty,7,0.3877083333333333
87.17142857142856,0.6542502387774594,0.8873056994818653,6000,active learning,uncertainty,7,0.37983333333333336
87.54285714285714,0.6494746895893028,0.9078771695594126,7200,active learning,uncertainty,7,0.3723611111111111
87.91428571428571,0.6513849092645654,0.9216216216216216,8400,active learning,uncertainty,7,0.37523809523809526
87.94285714285715,0.6819484240687679,0.8891656288916563,9600,active learning,uncertainty,7,0.3619791666666667
87.5142857142857,0.6552053486150907,0.9002624671916011,10800,active learning,uncertainty,7,0.3325925925925926
87.4,0.7029608404966571,0.8498845265588915,12000,active learning,uncertainty,7,0.31575
81.14285714285714,0.4775549188156638,0.8156606851549756,1200,active learning,uncertainty_monte_carlo,7,0.2833333333333333
84.31428571428572,0.5434574976122254,0.8890625,2400,active learning,uncertainty_monte_carlo,7,0.41
85.82857142857144,0.6332378223495702,0.8554838709677419,3600,active learning,uncertainty_monte_carlo,7,0.4311111111111111
86.62857142857143,0.6322827125119389,0.8885906040268456,4800,active learning,uncertainty_monte_carlo,7,0.423125
86.91428571428571,0.6599808978032474,0.8713745271122321,6000,active learning,uncertainty_monte_carlo,7,0.4085
87.42857142857143,0.6638013371537727,0.8876117496807152,7200,active learning,uncertainty_monte_carlo,7,0.39958333333333335
88.25714285714285,0.7000955109837631,0.8831325301204819,8400,active learning,uncertainty_monte_carlo,7,0.38297619047619047
88.22857142857143,0.6972301814708691,0.8848484848484849,9600,active learning,uncertainty_monte_carlo,7,0.35510416666666667
87.68571428571428,0.6389684813753582,0.9265927977839336,10800,active learning,uncertainty_monte_carlo,7,0.3313888888888889
86.94285714285715,0.6179560649474689,0.9190340909090909,12000,active learning,uncertainty_monte_carlo,7,0.31475
81.14285714285714,0.4775549188156638,0.8156606851549756,1200,active learning,random,7,0.2833333333333333
83.82857142857144,0.565425023877746,0.8421052631578947,2400,active learning,random,7,0.29791666666666666
84.11428571428571,0.5214899713467048,0.908485856905158,3600,active learning,random,7,0.2911111111111111
84.37142857142858,0.6408787010506208,0.7969121140142518,4800,active learning,random,7,0.29541666666666666
85.17142857142858,0.5893027698185291,0.8739376770538244,6000,active learning,random,7,0.2946666666666667
86.54285714285714,0.673352435530086,0.8453237410071942,7200,active learning,random,7,0.2972222222222222
86.37142857142858,0.5864374403056352,0.9331306990881459,8400,active learning,random,7,0.2975
87.68571428571428,0.6418338108882522,0.9230769230769231,9600,active learning,random,7,0.29885416666666664
87.85714285714286,0.673352435530086,0.8946700507614214,10800,active learning,random,7,0.2965740740740741
87.65714285714286,0.6695319961795606,0.8907242693773825,12000,active learning,random,7,0.29775
80.45714285714286,0.3954154727793696,0.8903225806451613,1200,active learning,uncertainty,8,0.2833333333333333
84.77142857142857,0.6638013371537727,0.79337899543379,2400,active learning,uncertainty,8,0.4483333333333333
85.97142857142858,0.6494746895893028,0.845771144278607,3600,active learning,uncertainty,8,0.42
86.77142857142857,0.6255969436485196,0.9022038567493113,4800,active learning,uncertainty,8,0.41354166666666664
87.37142857142857,0.6561604584527221,0.893368010403121,6000,active learning,uncertainty,8,0.3973333333333333
